Field,RA,DEC,u_MJD,J0378_MJD,J0395_MJD,J0410_MJD,J0430_MJD,g_MJD,J0515_MJD,r_MJD,J0660_MJD,i_MJD,J0861_MJD,z_MJD
SPLUS-s24s13,18.87,-30.9,58724.0,58724.0,58724.0,58724.0,58724.0,58724.0,58724.0,58724.0,58724.0,58724.0,58724.0,58724.0
SPLUS-s24s14,20.44,-30.9,58478.0,58478.0,58478.0,58478.0,58478.0,58478.0,58478.0,58478.0,58478.0,58478.0,58478.0,58478.0
SPLUS-s24s15,22.01,-30.9,58762.0,58762.0,58762.0,58762.0,58762.0,58762.0,58762.0,58762.0,58762.0,58762.0,58762.0,58762.0
SPLUS-s24s16,23.58,-30.9,58081.0,58081.0,58081.0,58081.0,58081.0,58081.0,58081.0,58081.0,58081.0,58081.0,58081.0,58081.0
SPLUS-s24s17,25.15,-30.9,58746.0,58746.0,58746.0,58746.0,58746.0,58746.0,58746.0,58746.0,58746.0,58746.0,58746.0,58746.0
SPLUS-s24s18,26.73,-30.9,58752.0,58752.0,58752.0,58752.0,58752.0,58752.0,58752.0,58752.0,58752.0,58752.0,58752.0,58752.0
SPLUS-s24s19,28.3,-30.9,58020.0,58020.0,58020.0,58020.0,58020.0,58020.0,58020.0,58020.0,58020.0,58020.0,58020.0,58020.0
SPLUS-s24s20,29.87,-30.9,58764.0,58764.0,58764.0,58764.0,58764.0,58764.0,58764.0,58764.0,58764.0,58764.0,58764.0,58764.0
SPLUS-s24s21,31.44,-30.9,58048.0,58048.0,58048.0,58048.0,58048.0,58048.0,58048.0,58048.0,58048.0,58048.0,58048.0,58048.0
SPLUS-s24s22,33.01,-30.9,58775.0,58775.0,58747.0,58747.0,58747.0,58747.0,58747.0,58747.0,58747.0,58747.0,58747.0,58747.0
SPLUS-s24s23,34.58,-30.9,58746.0,58746.0,58746.0,58746.0,58746.0,58746.0,58746.0,58746.0,58746.0,58746.0,58746.0,58746.0
SPLUS-s24s24,36.16,-30.9,58036.0,58036.0,58036.0,58036.0,58036.0,58036.0,58036.0,58036.0,58036.0,58036.0,58036.0,58036.0
SPLUS-s24s25,37.73,-30.9,58748.0,58748.0,58748.0,58748.0,58748.0,58748.0,58748.0,58748.0,58748.0,58748.0,58748.0,58748.0
SPLUS-s24s26,39.3,-30.9,58012.0,58012.0,58012.0,58012.0,58012.0,58012.0,58012.0,58012.0,58012.0,58012.0,58012.0,58012.0
SPLUS-s24s27,40.88,-30.9,58013.0,58013.0,58013.0,58013.0,58013.0,58013.0,58013.0,58013.0,58013.0,58013.0,58013.0,58013.0
SPLUS-s24s28,42.45,-30.9,58014.0,58014.0,58014.0,58014.0,58014.0,58014.0,58014.0,58014.0,58014.0,58014.0,58014.0,58014.0
SPLUS-s24s29,44.02,-30.9,58051.0,58051.0,58051.0,58051.0,58051.0,58051.0,58051.0,58051.0,58051.0,58051.0,58051.0,58051.0
SPLUS-s24s31,47.16,-30.9,58052.0,58052.0,58052.0,58052.0,58052.0,58052.0,58052.0,58052.0,58052.0,58052.0,58052.0,58052.0
SPLUS-s24s32,48.73,-30.9,58365.0,58365.0,58365.0,58365.0,58365.0,58365.0,58365.0,58365.0,58365.0,58365.0,58365.0,58365.0
SPLUS-s24s33,50.3,-30.9,58777.0,58777.0,58777.0,58777.0,58777.0,58777.0,58777.0,58777.0,58777.0,58777.0,58777.0,58777.0
SPLUS-s24s34,51.88,-30.9,58104.0,58104.0,58104.0,58104.0,58104.0,58104.0,58104.0,58104.0,58104.0,58104.0,58104.0,58104.0
SPLUS-s24s35,53.45,-30.9,58774.0,58774.0,58774.0,58774.0,58774.0,58774.0,58774.0,58774.0,58774.0,58774.0,58774.0,58774.0
SPLUS-s24s36,55.02,-30.9,58043.0,58043.0,58043.0,58043.0,58043.0,58043.0,58043.0,58043.0,58043.0,58043.0,58043.0,58043.0
SPLUS-s24s37,56.6,-30.9,58018.0,58018.0,58018.0,58018.0,58018.0,58018.0,58018.0,58018.0,58035.0,58018.0,58035.0,58018.0
SPLUS-s24s38,58.17,-30.9,58037.0,58037.0,58037.0,58037.0,58037.0,58037.0,58037.0,58037.0,58037.0,58037.0,58037.0,58037.0
SPLUS-s24s39,59.74,-30.9,58022.0,58022.0,58022.0,58022.0,58022.0,58022.0,58022.0,58022.0,58039.0,58022.0,58039.0,58022.0
SPLUS-s24s40,61.31,-30.9,58469.0,58469.0,58469.0,58469.0,58469.0,58469.0,58469.0,58469.0,58469.0,58469.0,58469.0,58469.0
SPLUS-s24s41,62.88,-30.9,58487.0,58487.0,58487.0,58487.0,58487.0,58487.0,58487.0,58487.0,58487.0,58487.0,58487.0,58487.0
SPLUS-s24s42,64.45,-30.9,58014.0,58014.0,58014.0,58014.0,58014.0,58051.0,58051.0,58051.0,58051.0,58051.0,58051.0,58051.0
SPLUS-s24s43,66.03,-30.9,58490.0,58490.0,58490.0,58490.0,58490.0,58490.0,58490.0,58490.0,58490.0,58490.0,58490.0,58490.0
SPLUS-s24s44,67.6,-30.9,58495.0,58495.0,58495.0,58495.0,58495.0,58495.0,58495.0,58495.0,58495.0,58495.0,58495.0,58495.0
SPLUS-s24s45,69.17,-30.9,58082.0,58082.0,58082.0,58082.0,58082.0,58082.0,58082.0,58082.0,58082.0,58082.0,58082.0,58082.0
SPLUS-s24s46,70.74,-30.9,58114.0,58114.0,58114.0,58114.0,58114.0,58114.0,58114.0,58114.0,58114.0,58114.0,58114.0,58114.0
SPLUS-s24s47,72.31,-30.9,58040.0,58040.0,58040.0,58040.0,58040.0,58040.0,58040.0,58040.0,58040.0,58040.0,58085.0,58040.0
SPLUS-s24s48,73.89,-30.9,58510.0,58510.0,58510.0,58510.0,58510.0,58510.0,58510.0,58510.0,58510.0,58510.0,58510.0,58510.0
SPLUS-s24s49,315.98,-30.9,58345.0,58345.0,58345.0,58345.0,58345.0,58345.0,58345.0,58345.0,58345.0,58345.0,58345.0,58345.0
SPLUS-s24s50,317.55,-30.9,58614.0,58614.0,58614.0,58614.0,58614.0,58614.0,58614.0,58614.0,58614.0,58614.0,58614.0,58614.0
SPLUS-s24s51,319.13,-30.9,58346.0,58346.0,58346.0,58346.0,58346.0,58346.0,58346.0,58346.0,58346.0,58346.0,58346.0,58346.0
SPLUS-s24s52,320.7,-30.9,58314.0,58314.0,58314.0,58314.0,58314.0,58314.0,58314.0,58314.0,58314.0,58314.0,58314.0,58314.0
SPLUS-s24s53,322.27,-30.9,58616.0,58616.0,58616.0,58616.0,58616.0,58616.0,58616.0,58616.0,58616.0,58616.0,58616.0,58616.0
SPLUS-s24s54,323.84,-30.9,58618.0,58618.0,58618.0,58618.0,58618.0,58618.0,58618.0,58618.0,58618.0,58618.0,58618.0,58618.0
SPLUS-s24s55,325.42,-30.9,58754.0,58754.0,58754.0,58754.0,58754.0,58754.0,58754.0,58754.0,58754.0,58754.0,58754.0,58754.0
SPLUS-s24s56,326.99,-30.9,58693.0,58693.0,58693.0,58693.0,58693.0,58693.0,58693.0,58693.0,58693.0,58693.0,58693.0,58693.0
SPLUS-s24s57,328.56,-30.9,58752.0,58752.0,58752.0,58752.0,58752.0,58752.0,58752.0,58752.0,58752.0,58752.0,58752.0,58752.0
SPLUS-s24s58,330.13,-30.9,58022.0,58022.0,58022.0,58022.0,58022.0,58022.0,58022.0,58022.0,58022.0,58022.0,58022.0,58022.0
SPLUS-s24s59,331.7,-30.9,58748.0,58748.0,58748.0,58748.0,58748.0,58748.0,58748.0,58748.0,58748.0,58748.0,58748.0,58748.0
SPLUS-s24s61,334.85,-30.9,58753.0,58753.0,58753.0,58753.0,58753.0,58753.0,58753.0,58753.0,58753.0,58753.0,58753.0,58753.0
SPLUS-s24s62,336.42,-30.9,58757.0,58757.0,58757.0,58757.0,58757.0,58757.0,58757.0,58757.0,58757.0,58757.0,58757.0,58757.0
SPLUS-s24s63,337.99,-30.9,58774.0,58774.0,58774.0,58774.0,58774.0,58774.0,58774.0,58774.0,58774.0,58774.0,58774.0,58774.0
SPLUS-s24s64,339.56,-30.9,58752.0,58752.0,58752.0,58752.0,58752.0,58752.0,58752.0,58752.0,58752.0,58752.0,58752.0,58752.0
SPLUS-s24s65,341.13,-30.9,58747.0,58747.0,58747.0,58747.0,58747.0,58747.0,58747.0,58747.0,58747.0,58747.0,58747.0,58747.0
SPLUS-s24s66,342.71,-30.9,58750.0,58750.0,58750.0,58750.0,58750.0,58750.0,58750.0,58750.0,58750.0,58750.0,58750.0,58750.0
SPLUS-s24s67,344.28,-30.9,58755.0,58755.0,58755.0,58755.0,58755.0,58755.0,58755.0,58755.0,58755.0,58755.0,58755.0,58755.0
SPLUS-s24s68,345.85,-30.9,58746.0,58746.0,58746.0,58746.0,58746.0,58746.0,58746.0,58746.0,58746.0,58746.0,58746.0,58746.0
SPLUS-s24s69,347.43,-30.9,58753.0,58753.0,58753.0,58753.0,58753.0,58753.0,58753.0,58753.0,58753.0,58753.0,58753.0,58753.0
SPLUS-s24s70,349.0,-30.9,58754.0,58754.0,58754.0,58754.0,58754.0,58754.0,58754.0,58754.0,58754.0,58754.0,58754.0,58754.0
SPLUS-s24s71,350.57,-30.9,58750.0,58750.0,58750.0,58750.0,58750.0,58750.0,58750.0,58750.0,58750.0,58750.0,58750.0,58750.0
SPLUS-s24s72,352.14,-30.9,58748.0,58748.0,58748.0,58748.0,58748.0,58748.0,58748.0,58748.0,58748.0,58748.0,58748.0,58748.0
SPLUS-s24s73,353.71,-30.9,58750.0,58750.0,58750.0,58750.0,58750.0,58750.0,58750.0,58750.0,58750.0,58750.0,58750.0,58750.0
SPLUS-s24s74,355.28,-30.9,58018.0,58018.0,58018.0,58018.0,58018.0,58018.0,58018.0,58018.0,58018.0,58018.0,58018.0,58018.0
SPLUS-s24s75,356.85,-30.9,58036.0,58036.0,58036.0,58036.0,58036.0,58036.0,58036.0,58036.0,58036.0,58036.0,58036.0,58036.0
SPLUS-s24s76,358.43,-30.9,58045.0,58045.0,58045.0,58045.0,58045.0,58045.0,58045.0,58045.0,58045.0,58045.0,58045.0,58045.0
SPLUS-s25s07,9.56,-32.23,58697.0,58697.0,58697.0,58697.0,58697.0,58697.0,58697.0,58697.0,58697.0,58697.0,58697.0,58697.0
SPLUS-s25s08,11.15,-32.23,58699.0,58699.0,58699.0,58699.0,58699.0,58699.0,58699.0,58699.0,58699.0,58699.0,58699.0,58699.0
SPLUS-s25s09,12.74,-32.23,58695.0,58695.0,58695.0,58695.0,58695.0,58695.0,58695.0,58695.0,58695.0,58695.0,58695.0,58695.0
SPLUS-s25s10,14.34,-32.23,58695.0,58695.0,58695.0,58695.0,58695.0,58695.0,58695.0,58695.0,58695.0,58695.0,58695.0,58695.0
SPLUS-s25s12,17.52,-32.23,58701.0,58701.0,58701.0,58701.0,58701.0,58701.0,58701.0,58701.0,58701.0,58701.0,58701.0,58701.0
SPLUS-s25s13,19.12,-32.23,58483.0,58483.0,58483.0,58483.0,58483.0,58483.0,58483.0,58483.0,58483.0,58483.0,58483.0,58483.0
SPLUS-s25s14,20.71,-32.23,58480.0,58480.0,58480.0,58480.0,58480.0,58480.0,58480.0,58480.0,58480.0,58480.0,58480.0,58480.0
SPLUS-s25s15,22.3,-32.23,58755.0,58755.0,58755.0,58755.0,58755.0,58755.0,58755.0,58755.0,58755.0,58755.0,58755.0,58755.0
SPLUS-s25s16,23.9,-32.23,58754.0,58754.0,58754.0,58754.0,58754.0,58754.0,58754.0,58754.0,58754.0,58754.0,58754.0,58754.0
SPLUS-s25s17,25.49,-32.23,58761.0,58761.0,58761.0,58761.0,58761.0,58761.0,58761.0,58761.0,58761.0,58761.0,58761.0,58761.0
SPLUS-s25s18,27.08,-32.23,58756.0,58756.0,58756.0,58756.0,58756.0,58756.0,58756.0,58756.0,58756.0,58756.0,58756.0,58756.0
SPLUS-s25s19,28.67,-32.23,58764.0,58764.0,58764.0,58764.0,58764.0,58764.0,58764.0,58764.0,58764.0,58764.0,58764.0,58764.0
SPLUS-s25s20,30.27,-32.23,58755.0,58755.0,58755.0,58755.0,58755.0,58755.0,58755.0,58755.0,58755.0,58755.0,58755.0,58755.0
SPLUS-s25s21,31.86,-32.23,58093.0,58093.0,58093.0,58093.0,58093.0,58093.0,58093.0,58093.0,58093.0,58093.0,58093.0,58093.0
SPLUS-s25s22,33.45,-32.23,58763.0,58763.0,58763.0,58763.0,58763.0,58763.0,58763.0,58763.0,58763.0,58763.0,58763.0,58763.0
SPLUS-s25s23,35.05,-32.23,58043.0,58043.0,58043.0,58043.0,58043.0,58043.0,58043.0,58043.0,58043.0,58043.0,58043.0,58043.0
SPLUS-s25s24,36.64,-32.23,58045.0,58045.0,58045.0,58045.0,58045.0,58045.0,58045.0,58045.0,58045.0,58045.0,58045.0,58045.0
SPLUS-s25s26,39.83,-32.23,58021.0,58021.0,58021.0,58021.0,58021.0,58021.0,58021.0,58021.0,58021.0,58021.0,58021.0,58021.0
SPLUS-s25s27,41.42,-32.23,58022.0,58022.0,58022.0,58022.0,58022.0,58022.0,58022.0,58022.0,58022.0,58022.0,58022.0,58022.0
SPLUS-s25s28,43.01,-32.23,58039.0,58039.0,58039.0,58039.0,58039.0,58039.0,58039.0,58039.0,58039.0,58039.0,58039.0,58039.0
SPLUS-s25s29,44.6,-32.23,58103.0,58103.0,58103.0,58103.0,58103.0,58103.0,58103.0,58103.0,58103.0,58103.0,58103.0,58103.0
SPLUS-s25s30,46.2,-32.23,58756.0,58756.0,58756.0,58756.0,58756.0,58756.0,58756.0,58756.0,58756.0,58756.0,58756.0,58756.0
SPLUS-s25s31,47.79,-32.23,58761.0,58761.0,58761.0,58761.0,58761.0,58761.0,58761.0,58761.0,58761.0,58761.0,58761.0,58761.0
SPLUS-s25s32,49.38,-32.23,58762.0,58762.0,58762.0,58762.0,58762.0,58762.0,58762.0,58762.0,58762.0,58762.0,58762.0,58762.0
SPLUS-s25s33,50.98,-32.23,58763.0,58763.0,58763.0,58763.0,58763.0,58763.0,58763.0,58763.0,58763.0,58763.0,58763.0,58763.0
SPLUS-s25s34,52.57,-32.23,58105.0,58105.0,58105.0,58105.0,58105.0,58105.0,58105.0,58105.0,58105.0,58105.0,58105.0,58105.0
SPLUS-s25s35,54.16,-32.23,58763.0,58763.0,58763.0,58763.0,58763.0,58763.0,58763.0,58763.0,58763.0,58763.0,58763.0,58763.0
SPLUS-s25s36,55.75,-32.23,58083.0,58083.0,58083.0,58083.0,58083.0,58083.0,58083.0,58083.0,58083.0,58083.0,58083.0,58083.0
SPLUS-s25s37,57.35,-32.23,58045.0,58045.0,58045.0,58045.0,58045.0,58045.0,58045.0,58045.0,58045.0,58045.0,58045.0,58045.0
SPLUS-s25s38,58.94,-32.23,58053.0,58053.0,58053.0,58053.0,58053.0,58053.0,58053.0,58053.0,58053.0,58053.0,58053.0,58053.0
SPLUS-s25s39,60.53,-32.23,58081.0,58081.0,58081.0,58081.0,58081.0,58081.0,58081.0,58081.0,58081.0,58081.0,58081.0,58081.0
SPLUS-s25s40,62.13,-32.23,58048.0,58048.0,58048.0,58048.0,58048.0,58048.0,58048.0,58048.0,58048.0,58048.0,58048.0,58048.0
SPLUS-s25s43,66.9,-32.23,58052.0,58052.0,58052.0,58052.0,58052.0,58052.0,58052.0,58052.0,58052.0,58052.0,58052.0,58052.0
SPLUS-s25s44,68.5,-32.23,58492.0,58492.0,58492.0,58492.0,58492.0,58492.0,58492.0,58492.0,58492.0,58492.0,58492.0,58492.0
SPLUS-s25s45,70.09,-32.23,58499.0,58499.0,58499.0,58499.0,58499.0,58499.0,58499.0,58499.0,58499.0,58499.0,58499.0,58499.0
SPLUS-s25s46,71.68,-32.23,58087.0,58087.0,58087.0,58087.0,58087.0,58087.0,58087.0,58087.0,58087.0,58087.0,58087.0,58087.0
SPLUS-s25s47,73.28,-32.23,58043.0,58043.0,58043.0,58043.0,58043.0,58043.0,58043.0,58043.0,58724.0,58043.0,58724.0,58724.0
SPLUS-s25s48,74.87,-32.23,58511.0,58511.0,58511.0,58511.0,58511.0,58511.0,58511.0,58511.0,58511.0,58511.0,58511.0,58511.0
SPLUS-s25s49,315.4,-32.23,58334.0,58334.0,58334.0,58334.0,58334.0,58334.0,58334.0,58334.0,58334.0,58334.0,58334.0,58334.0
SPLUS-s25s50,316.99,-32.23,58340.0,58340.0,58340.0,58340.0,58340.0,58340.0,58340.0,58340.0,58340.0,58340.0,58340.0,58340.0
SPLUS-s25s51,318.58,-32.23,58375.0,58375.0,58375.0,58375.0,58375.0,58375.0,58375.0,58375.0,58375.0,58375.0,58375.0,58375.0
SPLUS-s25s52,320.18,-32.23,58617.0,58617.0,58617.0,58617.0,58617.0,58617.0,58617.0,58617.0,58617.0,58617.0,58617.0,58617.0
SPLUS-s26s07,9.69,-33.55,58665.0,58665.0,58665.0,58665.0,58665.0,58665.0,58665.0,58665.0,58665.0,58665.0,58665.0,58665.0
SPLUS-s26s08,11.3,-33.55,58694.0,58694.0,58694.0,58694.0,58694.0,58694.0,58694.0,58694.0,58694.0,58694.0,58694.0,58694.0
SPLUS-s26s09,12.92,-33.55,58694.0,58694.0,58694.0,58694.0,58694.0,58694.0,58694.0,58694.0,58694.0,58694.0,58694.0,58694.0
SPLUS-s26s10,14.53,-33.55,58718.0,58718.0,58718.0,58718.0,58718.0,58718.0,58718.0,58718.0,58718.0,58718.0,58718.0,58718.0
SPLUS-s26s11,16.14,-33.55,58700.0,58700.0,58700.0,58700.0,58700.0,58700.0,58700.0,58700.0,58700.0,58700.0,58700.0,58700.0
SPLUS-s26s12,17.76,-33.55,58775.0,58775.0,58775.0,58775.0,58775.0,58775.0,58775.0,58747.0,58747.0,58747.0,58747.0,58747.0
SPLUS-s26s13,19.37,-33.55,58482.0,58482.0,58482.0,58482.0,58482.0,58482.0,58482.0,58482.0,58482.0,58482.0,58482.0,58482.0
SPLUS-s26s14,20.99,-33.55,58484.0,58484.0,58484.0,58484.0,58484.0,58484.0,58484.0,58484.0,58484.0,58484.0,58484.0,58484.0
SPLUS-s26s15,22.6,-33.55,58792.0,58792.0,58792.0,58792.0,58792.0,58792.0,58792.0,58792.0,58792.0,58792.0,58792.0,58792.0
SPLUS-s26s16,24.22,-33.55,58806.0,58806.0,58806.0,58806.0,58806.0,58806.0,58806.0,58806.0,58806.0,58806.0,58806.0,58806.0
SPLUS-s26s17,25.83,-33.55,58793.0,58793.0,58793.0,58793.0,58793.0,58793.0,58793.0,58793.0,58793.0,58793.0,58793.0,58793.0
SPLUS-s26s18,27.45,-33.55,58805.0,58805.0,58805.0,58805.0,58805.0,58805.0,58805.0,58805.0,58805.0,58805.0,58805.0,58805.0
SPLUS-s26s19,29.06,-33.55,58792.0,58792.0,58792.0,58792.0,58792.0,58792.0,58792.0,58792.0,58792.0,58792.0,58792.0,58792.0
SPLUS-s26s20,30.67,-33.55,58775.0,58775.0,58775.0,58775.0,58775.0,58775.0,58775.0,58775.0,58775.0,58775.0,58775.0,58775.0
SPLUS-s26s21,32.29,-33.55,58781.0,58781.0,58781.0,58781.0,58781.0,58781.0,58781.0,58781.0,58781.0,58781.0,58781.0,58781.0
SPLUS-s26s22,33.9,-33.55,58783.0,58783.0,58783.0,58783.0,58783.0,58783.0,58783.0,58783.0,58783.0,58783.0,58783.0,58783.0
SPLUS-s26s23,35.52,-33.55,58792.0,58792.0,58792.0,58792.0,58792.0,58792.0,58792.0,58792.0,58792.0,58792.0,58792.0,58792.0
SPLUS-s26s24,37.13,-33.55,58053.0,58053.0,58053.0,58053.0,58053.0,58053.0,58053.0,58053.0,58053.0,58053.0,58053.0,58053.0
SPLUS-s26s25,38.75,-33.55,58782.0,58782.0,58782.0,58782.0,58782.0,58782.0,58782.0,58782.0,58782.0,58782.0,58782.0,58782.0
SPLUS-s26s26,40.36,-33.55,58094.0,58094.0,58094.0,58094.0,58094.0,58094.0,58094.0,58094.0,58094.0,58094.0,58094.0,58094.0
SPLUS-s26s27,41.98,-33.55,58791.0,58791.0,58791.0,58791.0,58791.0,58791.0,58791.0,58791.0,58791.0,58791.0,58791.0,58791.0
SPLUS-s26s28,43.59,-33.55,58794.0,58794.0,58794.0,58794.0,58794.0,58794.0,58794.0,58794.0,58794.0,58794.0,58794.0,58794.0
SPLUS-s26s29,45.2,-33.55,58793.0,58793.0,58793.0,58793.0,58793.0,58793.0,58793.0,58793.0,58793.0,58793.0,58793.0,58793.0
SPLUS-s26s30,46.82,-33.55,58782.0,58782.0,58782.0,58782.0,58782.0,58782.0,58782.0,58782.0,58782.0,58782.0,58782.0,58782.0
SPLUS-s26s31,48.43,-33.55,58781.0,58781.0,58781.0,58781.0,58781.0,58781.0,58781.0,58781.0,58781.0,58781.0,58781.0,58781.0
SPLUS-s26s32,50.05,-33.55,58793.0,58793.0,58793.0,58793.0,58793.0,58793.0,58793.0,58793.0,58793.0,58793.0,58793.0,58793.0
SPLUS-s26s33,51.66,-33.55,58785.0,58785.0,58785.0,58785.0,58785.0,58785.0,58785.0,58785.0,58785.0,58785.0,58785.0,58785.0
SPLUS-s26s34,53.28,-33.55,58468.0,58468.0,58468.0,58468.0,58468.0,58468.0,58468.0,58468.0,58468.0,58468.0,58468.0,58468.0
SPLUS-s26s35,54.89,-33.55,58479.0,58479.0,58479.0,58479.0,58479.0,58479.0,58410.0,58479.0,58410.0,58479.0,58410.0,58479.0
SPLUS-s26s36,56.5,-33.55,58761.0,58761.0,58761.0,58761.0,58761.0,58761.0,58761.0,58761.0,58761.0,58761.0,58761.0,58761.0
SPLUS-s26s37,58.12,-33.55,58084.0,58084.0,58084.0,58084.0,58084.0,58084.0,58084.0,58084.0,58084.0,58084.0,58084.0,58084.0
SPLUS-s26s38,59.73,-33.55,58493.0,58493.0,58493.0,58493.0,58493.0,58493.0,58493.0,58493.0,58493.0,58493.0,58493.0,58493.0
SPLUS-s26s39,61.35,-33.55,58102.0,58102.0,58102.0,58102.0,58102.0,58102.0,58102.0,58102.0,58102.0,58102.0,58102.0,58102.0
SPLUS-s26s40,62.96,-33.55,58488.0,58488.0,58488.0,58488.0,58488.0,58488.0,58488.0,58488.0,58488.0,58488.0,58488.0,58488.0
SPLUS-s26s41,64.58,-33.55,58471.0,58471.0,58471.0,58471.0,58471.0,58471.0,58471.0,58471.0,58471.0,58471.0,58471.0,58471.0
SPLUS-s26s42,66.19,-33.55,58496.0,58496.0,58496.0,58496.0,58496.0,58496.0,58496.0,58496.0,58496.0,58496.0,58496.0,58496.0
SPLUS-s26s43,67.8,-33.55,58497.0,58497.0,58497.0,58497.0,58497.0,58497.0,58497.0,58497.0,58497.0,58497.0,58497.0,58497.0
SPLUS-s26s44,69.42,-33.55,58500.0,58500.0,58500.0,58500.0,58500.0,58500.0,58500.0,58500.0,58500.0,58500.0,58500.0,58500.0
SPLUS-s26s45,71.03,-33.55,58762.0,58762.0,58762.0,58762.0,58762.0,58762.0,58762.0,58762.0,58762.0,58762.0,58762.0,58762.0
SPLUS-s26s47,74.26,-33.55,58512.0,58512.0,58512.0,58512.0,58512.0,58512.0,58512.0,58512.0,58512.0,58512.0,58512.0,58512.0
SPLUS-s26s48,316.41,-33.55,58342.0,58342.0,58342.0,58342.0,58342.0,58342.0,58342.0,58342.0,58342.0,58342.0,58342.0,58342.0
SPLUS-s26s49,318.03,-33.55,58724.0,58724.0,58724.0,58724.0,58724.0,58724.0,58724.0,58666.0,58666.0,58666.0,58666.0,58666.0
SPLUS-s26s50,319.64,-33.55,58697.0,58697.0,58697.0,58697.0,58697.0,58697.0,58697.0,58697.0,58697.0,58697.0,58697.0,58697.0
SPLUS-s26s51,321.25,-33.55,58717.0,58717.0,58717.0,58717.0,58717.0,58717.0,58717.0,58717.0,58717.0,58717.0,58717.0,58717.0
SPLUS-s27s07,9.86,-34.87,58664.0,58664.0,58664.0,58664.0,58664.0,58664.0,58664.0,58664.0,58664.0,58664.0,58664.0,58664.0
SPLUS-s27s08,11.51,-34.87,58691.0,58691.0,58691.0,58691.0,58691.0,58691.0,58691.0,58691.0,58691.0,58691.0,58691.0,58691.0
SPLUS-s27s09,13.15,-34.87,58698.0,58698.0,58698.0,58698.0,58698.0,58698.0,58698.0,58698.0,58698.0,58698.0,58698.0,58698.0
SPLUS-s27s10,14.8,-34.87,58699.0,58699.0,58699.0,58699.0,58699.0,58699.0,58699.0,58699.0,58699.0,58699.0,58699.0,58699.0
SPLUS-s27s11,16.44,-34.87,58722.0,58722.0,58722.0,58722.0,58722.0,58722.0,58722.0,58722.0,58722.0,58722.0,58722.0,58722.0
SPLUS-s27s12,18.08,-34.87,58702.0,58702.0,58702.0,58702.0,58702.0,58702.0,58702.0,58702.0,58702.0,58702.0,58702.0,58702.0
SPLUS-s27s13,19.73,-34.87,58481.0,58481.0,58481.0,58481.0,58481.0,58481.0,58481.0,58481.0,58481.0,58481.0,58481.0,58481.0
SPLUS-s27s14,21.37,-34.87,58477.0,58477.0,58477.0,58477.0,58477.0,58477.0,58477.0,58477.0,58477.0,58477.0,58477.0,58477.0
SPLUS-s27s15,23.01,-34.87,59164.0,59164.0,59164.0,59164.0,59164.0,59164.0,59164.0,59164.0,59164.0,59164.0,59164.0,59164.0
SPLUS-s27s16,24.66,-34.87,59165.0,59165.0,59165.0,59165.0,59165.0,59165.0,59165.0,59165.0,59165.0,59165.0,59165.0,59165.0
SPLUS-s27s17,26.3,-34.87,59166.0,59166.0,59166.0,59166.0,59166.0,59166.0,59166.0,59166.0,59166.0,59166.0,59166.0,59166.0
SPLUS-s27s18,27.95,-34.87,59167.0,59167.0,59167.0,59167.0,59167.0,59167.0,59167.0,59167.0,59167.0,59167.0,59167.0,59167.0
SPLUS-s27s19,29.59,-34.87,59164.0,59164.0,59164.0,59164.0,59164.0,59164.0,59164.0,59164.0,59164.0,59164.0,59164.0,59164.0
SPLUS-s27s20,31.23,-34.87,59168.0,59168.0,59168.0,59168.0,59168.0,59168.0,59168.0,59168.0,59168.0,59168.0,59168.0,59168.0
SPLUS-s27s21,32.88,-34.87,59165.0,59165.0,59165.0,59165.0,59165.0,59165.0,59165.0,59165.0,59165.0,59165.0,59165.0,59165.0
SPLUS-s27s22,34.52,-34.87,59159.0,59159.0,59159.0,59159.0,59159.0,59159.0,59159.0,59159.0,59159.0,59159.0,59159.0,59159.0
SPLUS-s27s23,36.16,-34.87,59160.0,59160.0,59160.0,59160.0,59160.0,59160.0,59160.0,59160.0,59160.0,59160.0,59160.0,59160.0
SPLUS-s27s24,37.81,-34.87,58811.0,58811.0,58811.0,58811.0,58811.0,58811.0,58811.0,58811.0,58811.0,58811.0,58811.0,58811.0
SPLUS-s27s25,39.45,-34.87,59162.0,59162.0,59162.0,59162.0,59162.0,59162.0,59162.0,59162.0,59162.0,59162.0,59162.0,59162.0
SPLUS-s27s26,41.1,-34.87,58813.0,58815.0,58815.0,58815.0,58815.0,58813.0,58815.0,58813.0,58813.0,58813.0,58813.0,58813.0
SPLUS-s27s27,42.74,-34.87,59163.0,59163.0,59163.0,59163.0,59163.0,59163.0,59163.0,59163.0,59163.0,59163.0,59163.0,59163.0
SPLUS-s27s28,44.38,-34.87,59168.0,59168.0,59168.0,59168.0,59168.0,59168.0,59168.0,59168.0,59168.0,59168.0,59168.0,59168.0
SPLUS-s27s29,46.03,-34.87,59164.0,59164.0,59164.0,59164.0,59164.0,59164.0,59164.0,59164.0,59164.0,59164.0,59164.0,59164.0
SPLUS-s27s30,47.67,-34.87,59166.0,59166.0,59166.0,59166.0,59166.0,59166.0,59166.0,59166.0,59166.0,59166.0,59166.0,59166.0
SPLUS-s27s31,49.32,-34.87,59163.0,59163.0,59163.0,59163.0,59163.0,59163.0,59163.0,59163.0,59163.0,59163.0,59163.0,59163.0
