Field,u_3,J0378_3,J0395_3,J0410_3,J0430_3,g_3,J0515_3,r_3,J0660_3,i_3,J0861_3,z_3,u_5,J0378_5,J0395_5,J0410_5,J0430_5,g_5,J0515_5,r_5,J0660_5,i_5,J0861_5,z_5,u_10,J0378_10,J0395_10,J0410_10,J0430_10,g_10,J0515_10,r_10,J0660_10,i_10,J0861_10,z_10,u_50,J0378_50,J0395_50,J0410_50,J0430_50,g_50,J0515_50,r_50,J0660_50,i_50,J0861_50,z_50
SPLUS-n18s13,19.472027202821273,19.218929032508683,19.03820075347744,19.144575315977658,19.173007237530804,20.39429094513639,19.617621354662276,20.466775891495995,20.356338109835715,20.10423513040906,19.562694341962207,19.491329082033765,19.487032892819354,19.206472040536283,18.99910112854497,19.177866009163694,19.172296516328892,20.398058827002288,19.578777294057616,20.43928702288124,20.388934427989597,20.069451098703013,19.546877881473637,19.495856329984743,19.269687844889376,18.9902746410163,18.27873996428798,18.833901710008515,18.976175577618548,20.182749213202634,19.14152363725881,20.097635890589576,20.082417988042458,19.637069871246595,18.908554612942687,18.796163007442388,17.276810699111614,16.80224126601183,16.33955280096766,16.319484501799842,16.482587408827815,17.603476139050304,16.62614081026499,17.40969539991227,17.35958485971704,16.81147151073628,15.925945710672101,15.957969406581233
SPLUS-n18s14,20.471909897176523,20.015947370588997,19.62877748117255,19.724579656267082,19.761011468876877,20.93674314733466,20.038830344355674,20.897301753647444,20.700581185554775,20.549705716846855,19.73866173037176,19.98893090412022,20.470470124355785,20.013251949138624,19.635437942353626,19.729514823084095,19.769395306142133,20.984665493551923,20.089970116754817,20.874721667050803,20.6966186810308,20.56024386264066,19.713254251102995,19.945674877873522,19.9663574751353,19.599821235462937,19.112440974896586,19.327922078180805,19.313830457201394,20.565218804623925,19.680987774209274,20.210899063510297,20.142075565816363,19.721533865537914,18.768784424996802,18.917062270595856,17.04102763660521,16.65304152946607,16.320097789655055,16.593779316967897,16.66849138926282,17.276257570447882,16.032734384506657,16.60554938023959,16.75525286452642,15.708527843129,15.77492742040112,15.290036935300074
SPLUS-n18s15,20.0651047719005,19.676060099948305,19.219280856944025,19.272782641262786,19.46248678209708,20.598334951543308,19.928648257736985,20.61133587797986,20.4042208674214,20.24001788521311,19.735715794123703,19.803666970207956,20.014426456634318,19.67701445274382,19.166544904825937,19.24234129329301,19.455493738386714,20.635374009855397,19.8980353923736,20.622305598561383,20.4126790023978,20.23939959144098,19.653000990691915,19.666363384173803,19.891979668190608,19.38434161049219,18.78479055902139,19.036826935506014,19.10060016532954,20.285936699043077,19.420795004672136,20.054611209764943,20.052979853778524,19.524865661488217,18.734419369842474,18.670285429877087,16.854535663989907,16.44628031234614,15.916224645451106,16.39924243415632,16.19007871412277,17.54819428779668,16.151685829253612,16.763092876319902,16.8097219012695,16.027449667608863,15.379054401201593,15.467909753207987
SPLUS-n18s16,20.09007977413374,19.590193444698066,19.330763687513496,19.589272364744726,19.625748347748527,20.87119361903915,19.99305106397216,20.84763949804872,20.733420538173135,20.50055712758453,19.381053338354157,19.671614850866618,20.055696461651834,19.577080265266645,19.317010133395087,19.59015017447223,19.642752014625536,20.869215483503073,19.994988618746596,20.846760095454556,20.789223182185346,20.484942604053263,19.40798166161821,19.63405671460077,19.75860242210962,19.376644690526078,19.04040010735377,19.166678948421776,19.251683240210784,20.45277854356771,19.547110330487655,20.319950569110947,20.24949688662827,19.81973814777512,18.797176241267216,18.888310631218317,17.37587961532344,16.997027001946343,16.549264446193845,16.67695307487327,16.755494476677796,17.732076301398592,16.95188927224316,17.057559337042044,16.808775032344077,16.729120353869046,15.457787377453052,15.862034756706727
SPLUS-n18s17,20.309945113496184,20.005247298536233,19.508377323703513,19.547356020472115,19.730553226242787,21.180567014834878,20.13466498442059,21.337394026728624,21.150160078033533,21.085004724962783,20.151416501319893,20.34340815444672,20.28890847605783,20.011105343140645,19.46623375694267,19.549378952108267,19.735514297415996,21.159614386358626,20.14044941492692,21.286780280775705,21.08648280644826,21.013776844197473,20.086029558016413,20.26819646962233,19.928885588436735,19.622744413807585,19.065748407507982,19.27957667741496,19.38439627582752,20.484731138818226,19.68797205778467,20.454749726552823,20.320607725667305,19.967908676849934,19.149619010209395,19.16997519757768,17.4575972862018,17.128488370441325,16.65003285134448,16.56688196101576,16.776846433860563,16.613108628345323,16.847234511180748,16.583211573415884,16.465852013694402,16.214489717068613,15.165312068248205,15.154496635484325
SPLUS-n18s18,20.625289069725117,20.283649629669668,19.785473545231984,19.697282526060214,19.837113901095446,20.827406233393575,20.068184399225935,20.96696955403058,20.66019140270772,20.844829489119576,19.832813407938772,20.229861503599516,20.627113618438266,20.244234389039832,19.753686703429025,19.697349154510594,19.827116533166418,20.763945072567324,20.08762327498912,20.86915666367518,20.630137533965346,20.72924567758359,19.803640519952758,20.1227599498719,20.00814784889318,19.61526140971813,19.186535379367207,19.13597677936297,19.171957856273345,20.010462970997512,19.40285769110043,20.03941557469964,19.873589112112615,19.795205129467604,18.960124144251356,19.000575105345494,16.99672815133974,16.35260880305892,15.972050052549534,15.732871794163813,15.66655790020376,16.43991441494839,15.298975118178578,16.478749088101416,16.617050713094873,16.13440016946278,15.639524791881556,15.524438426647922
SPLUS-n18s19,20.326992534160784,20.106375660590423,19.682271465334487,19.949010480527072,20.031980851666518,21.086488160316215,20.265937964452178,20.866117398237897,20.52817020450152,20.54421957180358,19.805103213480994,19.883802864952642,20.238087468151484,20.007192485418727,19.509344041911334,19.808565605517977,19.883982131414427,21.026267972572626,20.202259631386354,20.820771887396912,20.55294463885432,20.517400441648775,19.796487816564245,19.90429184327186,19.933669941715983,19.64757033801027,19.237071065283395,19.358303240095672,19.499679851588,20.642381179586145,19.875951280837377,20.407422516256666,20.23056789486577,19.88080344987168,19.248717508016725,19.196869438749882,17.67791044113704,17.29686817549052,16.801502295722173,16.90419243424514,17.054059806581122,18.105426118762068,17.223451373831868,17.06848092718183,16.975092269586597,16.75034701082546,16.459866142813823,16.232118837769846
SPLUS-n18s20,20.019093162864063,19.68280311004779,19.31262195977189,19.42630890260949,19.439738141923236,20.787004323504036,19.92412516037399,20.890979212068714,20.695108411639264,20.344810105435144,19.56355034713873,19.499737472659973,20.045651637747298,19.715852608478677,19.308562860499777,19.39964966446899,19.442435054125006,20.74558366404325,19.925089584953966,20.88643211378793,20.733830600208336,20.35851554881496,19.566927581928432,19.466019513353807,19.78625613819341,19.35485765552281,19.028000366665083,19.158936296446583,19.153780093225997,20.41726458029284,19.532324970427837,20.430142989776847,20.370158445337896,19.823516147270922,19.08427357161631,18.981125447971706,17.432214950804447,16.944942262279188,16.495472092725915,16.590929110640285,16.670724197452017,17.79861133276783,16.735967305882156,17.584152137687017,17.412377622718495,16.699052634969934,15.899215145034251,15.747460136786835
SPLUS-n18s21,20.316640901466005,19.962100621161696,19.772590734579055,19.83572410359274,19.84169475197646,21.374590971898172,20.311312289714763,21.372450056223197,20.88532572792566,21.202308606378214,19.901380016576265,20.49356572736814,20.337165773589717,19.925939102177225,19.721618180086097,19.808052316685583,19.86567854981876,21.347498359068894,20.31931159898376,21.325305574684094,20.832501647272313,21.126746334295294,19.90581657881476,20.412332615202857,19.738532997757513,19.36304431916952,19.088318838287336,19.257521123159826,19.35881666698384,20.683146839060605,19.72227695664523,20.526441326307538,20.05891995885784,20.086957020427484,18.96738029374322,19.277203365142284,16.97277452022891,16.707332756397733,16.029968541528838,16.328009606828214,16.448774922501418,17.190081240431216,16.12329365663568,16.327138184109437,16.70997126619061,15.364874723144599,15.366696700424857,15.342620727019598
SPLUS-n18s32,19.86822480071219,19.52417407778266,19.078686604203057,19.14055321627137,19.17976426406093,20.296503272403278,19.14525162098854,20.393551570695163,19.948622059820416,20.352655152824283,19.336829482014014,19.764294002796134,19.86374159890763,19.558532194331057,19.080726280031165,19.158684969034944,19.209499029809848,20.31490905550877,19.130648378248416,20.360557691504262,19.960476680925176,20.25218059622807,19.32950897189213,19.71041661213688,19.512826181846798,19.282091355281366,18.63994119922042,18.792051782476758,18.8315724671371,19.684905572509752,18.657880425327136,19.679782245133914,19.347629431410667,19.33991291324489,18.557499107567722,18.69083029112621,15.91908980268523,16.074738095314693,14.95930702508167,15.093130505750075,15.693656215593867,16.058001714162874,15.45722325785635,15.577532030655126,15.815452870273056,16.0078181139008,15.323061116708379,15.736409123616937
SPLUS-n18s33,19.66267876965937,19.35608255651741,18.924268837082337,19.029961315883448,18.76515843841878,20.565621188732266,19.25918726636808,20.712155715831376,20.532667325348868,20.2899149600538,19.47811094641824,19.768192999638032,19.690306733323016,19.317262242037152,18.883286329870074,19.036278442136545,18.77211390867116,20.517572351090557,19.20749820555894,20.690038414025693,20.514417993766024,20.250699175769483,19.47118067553609,19.648098011678293,19.51664823157568,18.984367540551244,18.492389401369827,18.52445028061225,18.30115546445728,19.870824999503917,18.85831260308002,20.027497443371736,19.867043776201935,19.471670813128966,18.624761517153917,18.66257704711947,16.649569330307266,16.244651121759407,15.50332084795377,15.555705277825506,15.402171926187375,17.203742381647814,16.252560121973545,16.935821905450013,16.67106318570902,15.822143287719273,15.342623792586107,15.209351852592988
SPLUS-n18s51,20.106507376712024,19.70282825011205,19.138385707933097,19.186837333535827,19.297252796327395,20.407727641511848,19.52665072502981,20.571586023967697,20.088287049317515,20.296661464798312,19.25428081119481,19.62441610455283,20.142779349594143,19.686790277649056,19.138465087289013,19.219112311147285,19.303522118433293,20.3941533256411,19.576044268985395,20.57927693667134,20.069134009883527,20.332861167607323,19.24258146561923,19.598909895134682,19.97600107582737,19.426570144379923,18.860643083137447,18.96313715090829,19.064599228764237,20.142231313530687,19.304648339478565,20.17112033404976,19.948362984248345,19.808989976407283,18.881363517794078,19.078728359222616,17.62573766986197,17.033367275751814,16.36980727865548,16.489794792802655,16.536619236772268,17.707544888757404,16.835555028923,17.506310684773226,17.361248026186203,17.193858951656544,16.251876621122957,16.42992453302645
SPLUS-n19s01,19.868634684452644,19.346552757290723,19.17088783924049,19.044424257074418,19.350459260683497,20.635781671981047,19.690150653944745,20.816382628835175,20.693889972585154,20.419041554533344,19.687803787354966,19.75053905272922,19.872587640797875,19.3527911816745,19.120307746875408,19.051378703601795,19.35786631439565,20.621329697739164,19.690978170764357,20.76089159730086,20.642529677524365,20.349533394220085,19.689164820813495,19.670530819620595,19.524850889314536,18.98574954858179,18.625144175902985,18.686436921197725,18.630593402483925,19.97126033479438,19.085139060863348,19.973293657564565,19.9727788416688,19.36153422162012,18.79794014656828,18.535678058976067,16.64418007557878,15.619767436856005,15.66543571735567,15.807080018678867,15.87956954041416,16.86858404414324,15.894685254756922,16.379790743306444,16.48947286131175,15.993846117048442,15.162807128521585,15.07789717862485
SPLUS-n19s02,19.547955829052867,18.99284374259924,18.94754981245113,18.765824950957864,18.82833318090631,20.014233178803536,19.03131668247122,20.10893276180527,19.895955402991834,20.29826229680306,19.308395493734672,19.878059869459186,19.575098421097525,18.999117396057663,18.954978533880855,18.77621159303821,18.82648757371601,19.923493165865175,19.00045342918458,20.095462127868224,19.828577519224687,20.156133875304157,19.267911263371808,19.68595587486422,19.307844261618865,18.592731394462938,18.52233002787965,18.4032968057813,18.39235416407427,19.175006368412745,18.270866040072427,19.244775974759964,19.03392282311502,19.018662188863292,18.376276606383165,18.57001040256297,16.170644324263474,15.755717295398327,15.440169926420044,15.348649346362372,15.370837597904835,16.112023398815705,15.143035353658163,15.701611569206932,15.661343838496055,15.328060081961851,15.202630105726733,15.145660653798332
SPLUS-n19s03,20.21467531071456,19.668805021197674,19.29999670253803,19.434021954523182,19.493047985231343,20.879193144110424,19.936193452293914,20.959004110947113,20.673827476806117,20.571462745012987,19.89338315025103,19.86620198942047,20.19033499026903,19.64502371357942,19.269151212366864,19.42404538677669,19.512460701923075,20.853845685304684,19.939956254734923,20.949296818193055,20.670166932648705,20.588511448525193,19.866693444385376,19.84613002343355,19.866510659812892,19.26653083038496,18.8537375897548,19.014359467414984,19.03100376045798,20.38946948903078,19.39180066916275,20.358875889757762,20.193598223263617,19.812286058932376,19.081442498948846,19.045574141242703,17.432284617548152,16.908728925426022,16.148022911001416,16.36759125989491,16.307983061849416,17.61481910153256,16.56955130694557,17.2081208091235,17.260491343594275,16.81324413198128,15.67865335663775,15.853660920169778
SPLUS-n19s04,20.323969823866467,20.017230760958135,19.526451295189368,19.601162374242328,19.521158285912925,20.916365595682123,19.9855912429325,21.149741852045295,20.751514194448696,20.714515392737624,19.57339211794013,19.899378220712485,20.29114984077038,19.956786382914892,19.54094065739968,19.577803790863957,19.560845154834087,20.940702586731927,19.960767700881654,21.09239267096281,20.726479074256254,20.699791734319113,19.566163724218896,19.80919651892394,19.575847306253145,19.46935667032876,18.760616389718624,18.98093903369992,18.98948898174097,20.268947730378873,19.37388358124838,20.302639988264303,20.093186910916877,19.719407750029298,18.797335392522246,18.80856419966411,16.094365841057538,15.953676608206322,15.279504564829974,15.290585810544197,15.301599116188058,16.563443660078104,15.458693140825567,16.531485696547477,16.9551337430852,15.929248627569553,15.398236346842095,15.0378379579737
SPLUS-n19s05,19.825709937263262,19.214445163490225,18.58991779557455,18.673999922203137,18.752342104774883,19.976803377396394,19.076805286706733,20.557924169334882,20.404970724889488,20.27034121423313,19.783632965409137,19.97954085774036,19.81928484549474,19.256902515264454,18.632100555362946,18.678968305841668,18.695727615545422,19.936059447737815,19.049915028333814,20.567658114939615,20.357556676315223,20.251536231144165,19.756617424114488,19.993377502888997,19.50432637844216,19.08877724875461,18.472548781588642,18.505709252994542,18.483780065672455,19.766939206237694,18.810446931344444,20.15345047116008,20.090597700778297,19.8907121001334,19.49139396936935,19.66811196723826,16.524423166613584,16.27936716747154,15.642404983980041,15.51401522118288,15.232628718685802,16.195584755981358,15.100325414510813,16.583367660862905,16.331917839860104,15.351593564112619,15.140784176463262,16.259248290298366
SPLUS-n19s06,20.604400409078632,19.234129495217818,18.614428778654123,19.3974954492816,19.098630717980413,20.87094339149298,19.878196243407032,21.127277860743497,21.006773483411607,21.21703415062275,20.310542649000276,20.47192960331447,20.55079796215005,19.323011942254748,18.668410433809022,19.410522982142083,19.45464236495375,20.81594535503927,19.926238100480287,21.063445037587393,21.010712999535304,21.155643822768788,20.260277272700915,20.45914210222562,19.910862602777456,19.038152223001767,18.782798683385998,18.962038510425984,18.943292994862723,20.262526664114787,19.430820443445153,20.305752665149356,20.224983683966396,20.434189740307797,19.49477887662463,19.69510557250001,16.986133811518915,16.10439499283205,15.910029271427405,15.912705197416708,15.77057849673998,16.659188136847227,15.807406530527228,15.49708450890428,16.311277245830496,16.383426943134396,99.0,99.0
SPLUS-n19s07,20.571305828148898,20.383124817054515,19.743199982435552,19.96236633360848,19.963621977713654,21.22068502419097,20.23075147875981,21.135242697373783,20.838478038191777,20.90561902972987,19.560383349604752,20.137765529506318,20.606458560582368,20.37865379441211,19.749518885087472,19.927531768164947,19.94172741563206,21.18569083151396,20.213869089942676,21.067986445159207,20.858564593548195,20.819129906693387,19.511501680674826,20.091717553774124,19.843898404009074,19.62377952144535,19.170583643190966,19.251302277310536,19.31831193032245,20.454906072602093,19.581848807220624,20.481055802558057,20.25316613533748,19.888273540827925,18.634162218566892,18.993523027388115,16.3912419611035,16.1445068719363,15.510440944202443,15.699658536556825,15.082553340798283,16.506706217769356,15.821110127243141,16.566819779175063,16.86722042454366,15.705365457373574,14.964305145596391,15.274591565296113
SPLUS-n19s08,20.150046137985832,19.825867070885806,19.490413039289866,19.60261201036233,19.612434429028163,20.993687289883972,20.02752555977164,20.889506526823784,19.70469662345088,20.796457359408247,19.094663252583732,18.848811196406842,20.18553372261874,19.83052636356743,19.44000606275118,19.549972818379526,19.617755585530457,20.926456018435758,19.973309675170068,20.832781890946762,19.67933367122006,20.74923229262362,19.15892633750277,18.796093156070526,19.56746480415474,19.30376333993472,18.830018388085463,18.943202000402056,18.989608876855364,20.23185676468606,19.30583066604936,20.208904930972828,19.592104306426023,19.75431671871153,18.811383826620652,18.543021663445096,16.542855582785716,16.35169978595279,15.81632437143068,15.824911619748782,16.005336757397245,17.210312090276588,15.707952668663637,16.646664803226972,15.692250980742273,16.336279076716774,15.052014179154297,14.988506053312348
SPLUS-n19s09,20.49526614406481,19.865520598120582,19.330049253948147,19.55741527131084,19.658164480250388,20.979740424992745,19.933634854614372,21.1983526509132,20.856543576073243,20.793156797439124,19.674740817214683,19.85881072573833,20.50047290534787,19.813545825272676,19.309630898637387,19.587878451044578,19.62770889226333,20.977395273364138,19.907335864068862,21.141472966569893,20.830516797057196,20.732354319736174,19.691786959947386,19.840727127032146,20.020258949896544,19.45662420792374,18.907831596254454,19.116225027050184,19.162469417889994,20.415153817060382,19.473043053809533,20.423590458224393,20.268089560409212,19.930291736587513,18.988719741601802,19.11958034372371,17.338167188408004,16.73454745704055,15.662228154726812,16.11164307823364,16.140335666324063,17.230659541436673,16.627146384042785,16.919922441559212,17.165973725272135,16.56978459331785,15.857114656938489,15.744990275876592
SPLUS-n19s10,20.572840981891893,19.81939130869169,19.332440733422995,19.439048337923637,19.487675643581326,20.83086671271618,19.914205159343,21.219335666256207,21.047155941611123,20.83214092766132,20.03238084155354,20.086495060781022,20.565458312966935,19.832412515664995,19.338140179481137,19.3939837768769,19.470039733231783,20.820999787521373,19.866418123484017,21.16152737767069,21.02360235650283,20.806787720648654,19.98111148002971,20.06620071309259,20.038836805140633,19.410226928772687,18.948708232725444,18.878567578324564,18.944769733494915,20.27905702025734,19.49178278165924,20.435589516047653,20.318634726914183,20.00016633280793,19.209870798041816,19.232311010993456,17.335100375076163,16.586574114376265,15.952078081251187,16.234049582015498,16.323491456114755,17.349356455478596,16.40028095332197,17.268971732389346,16.973733125550915,16.442967590805544,15.736211472714146,15.801514995502064
SPLUS-n19s11,20.188519660716572,19.346056076347974,19.20243195096475,19.376865221770913,19.377599933837274,20.90217505437333,19.990298166343955,20.985716976532174,20.773785144652,20.63480208726083,19.670713400028774,19.908290181625794,20.176271926731523,19.37421128908909,19.20592524339412,19.382871308007264,19.34985619615651,20.88184404700776,19.9980514882184,20.98979672406964,20.78038355629128,20.612821053161344,19.664514544449048,19.927628315549196,19.885089390737598,19.128887354075445,18.810217453943714,18.8750093673023,18.963368889403945,20.387344847469986,19.430303452203603,20.449410511067693,20.298505400301472,20.013493466531852,19.242410708017722,19.25206163541679,17.52617997528017,16.68429066857842,16.213029608453777,16.414841876291444,16.379282806042067,17.351909546355373,16.46308164219323,17.332149955301688,17.430586695324028,16.805633352742724,16.13365271980267,16.00863778172804
SPLUS-n19s22,19.456039633943103,19.1076371355454,18.51425737281899,18.458088815605635,18.601565198058665,20.15457970974588,18.953921228230328,20.397571334802024,20.234487495495472,19.9453626340665,19.06873624427402,19.373966935900597,19.4919521662913,19.06242305158827,18.467193060379483,18.45941152282571,18.60455528590595,20.155801509329624,18.955453944575176,20.43897492921672,20.245173229343102,19.96370080568504,19.05423136724675,19.333404280733255,19.326802979197353,18.76156394685544,18.237091709958555,18.20213766592558,18.333031943850422,19.873719239769553,18.70505038744223,19.987898571056803,19.867636210115215,19.40114621897717,18.592225586276463,18.609489494956577,16.8908103757355,16.327347319934663,15.850456168653121,15.811737094993605,15.916974776274746,17.423082349438708,16.3359207034742,17.174542423300803,17.19338722151343,16.556304884999047,15.798821934771915,15.7976884035008
SPLUS-n19s23,20.288568645304352,19.64201232011763,19.35399505760246,19.458816380964187,19.46865626575042,20.788674078747974,19.938453400057533,20.9766315631023,20.658333484481474,20.739440164920282,19.79819291425853,20.03829536302148,20.264694291061197,19.60921788431915,19.35967322361867,19.465523382598406,19.437488966157765,20.751727501891168,19.91817252615369,20.976349780021806,20.603785952444973,20.66975966531263,19.77822192120186,20.007522299206535,19.90189875082198,19.07897124915079,18.846247244023075,18.94250630971888,19.005760713748103,20.138223091155993,19.34324061491347,20.2174855979614,19.755654628081206,19.823393247134504,18.90609389700518,18.97303478116177,17.087112452319563,16.254005215063394,16.167112176609976,16.297522268420146,16.298473891731028,17.37004412968124,16.373586578603714,16.80557646185055,16.417343821385764,16.347379742257818,15.13078675997642,15.48877379850748
SPLUS-n19s29,20.003484871672832,19.483130997278707,19.31154372177794,19.47523702619231,19.46043996895487,20.4401008450045,19.647235555166045,20.71540529238253,20.752968248903613,20.545001181537632,19.508320517551,19.943747119127885,20.042615516434918,19.465574308033638,19.292740138988854,19.45002039778633,19.439865974012946,20.412975525712298,19.60797038274079,20.665185421501157,20.704540755768114,20.513662426060527,19.51200783904464,19.841907865103963,19.629970180373817,19.12287606679243,18.794770983729066,18.77326645653971,18.83727393313366,19.825257022399022,19.095922026811362,19.919165884753298,19.87700965924424,19.550363595559645,18.569553344286398,18.67053183773684,17.00800952088088,16.380664845842478,15.87931822545212,15.836399855399597,16.024903889739843,16.862327885366582,16.229007842009104,16.986772125277245,16.35004468568268,16.14554093032676,15.446609690566092,15.399502507331635
SPLUS-n20s01,19.60882430018121,19.091913967743942,18.3725725327768,18.48545240165247,18.618189090069606,20.27891173665806,18.934841780882714,20.626804765009638,20.232842506603973,20.144093040725913,19.376778049427276,19.40192738418106,19.847379239436435,19.062851126456486,18.39867765894434,18.49412645530046,18.61490947131996,20.283970422055752,18.935832037184177,20.618594971324423,20.22122246625741,20.168104552141884,19.371367153629635,19.38881974509099,19.53313800241709,18.857577419190605,18.177392559077198,18.236233062433207,18.28959200526328,19.92466106756109,18.62632495208435,20.18331121992092,19.92021123719101,19.6972485131723,18.911761115864877,18.97856826469967,17.21316099848826,16.50093954152704,15.956128962953596,15.88486266457873,16.006804705351822,17.415552525683754,16.37552902336735,17.54313452185416,17.224857083033804,16.996904915982697,16.145192462280033,16.21479242508327
SPLUS-n20s02,19.67567199414038,19.40266673494749,18.795601209221495,19.0843716656957,19.169031791779418,20.789766445282957,19.71885071453511,20.97337885359545,20.558449336050337,20.623259408355008,19.433630166480455,19.75819011403763,19.68530835576158,19.40690352007651,18.747192247709,19.03185325324102,19.11921174572889,20.787054649646382,19.733446437928453,20.98895055351362,20.53524195582188,20.585112678537385,19.44946622831214,19.728535550035563,19.37367245393051,19.036622575816196,18.412321687920304,18.575058489674912,18.691875038404454,20.185449945817425,19.149139805542944,20.298325996529798,20.069766077417167,19.807594583077005,18.733265452802055,18.819567121399864,16.408487589844732,16.49317784915233,15.741311356756974,15.757884653782003,15.672387614852976,17.085204057379336,15.905309335278979,16.755375546837474,17.208506893960717,16.06249146608509,15.33014166606355,15.294256659969708
SPLUS-n20s03,20.078566357587167,18.623068566060898,18.589669985868184,18.755316681061522,18.594510955267854,20.450855889178655,19.377347190173232,20.676064362853854,20.635088016049217,20.369943700736556,19.46878173574869,19.497806113545014,20.02959325142143,19.2886602256332,18.60116827907509,18.75871670273747,18.596874448295594,20.45369425525459,19.38150989848514,20.688124291314672,20.652672717161067,20.31705716370469,19.440969431420513,19.45269371196042,19.660201548952255,18.75419586356168,18.400869452200617,18.404161686178817,18.12768528894071,19.96782506438554,19.01897648668045,20.207323917377355,20.094942247846618,19.70648115119011,18.848571537016838,18.88892786319502,17.33533567254235,16.66924388741318,15.834609163665975,16.04642521043497,15.847037835360593,17.41699544166958,16.430853326845973,17.47925796367712,17.160747187530475,16.729374182638352,15.626268500072399,15.861220005944013
SPLUS-n20s23,19.47748344512907,18.92966847747088,18.560359528093976,19.018182931896284,19.0344103314861,20.600460078257868,19.395820949075443,20.677419915456333,20.46345972224779,20.610745923844362,19.73226736704574,19.833078861979555,19.455196606020714,18.96508765072671,18.566229709769253,18.96611623673804,19.03933994921013,20.60715571680466,19.398712226336798,20.645505799676492,20.443026696807706,20.583815383481223,19.724978145106444,19.830549151654758,19.297578079211448,18.818459306290258,18.37563479692967,18.62273404520502,18.71286773741606,20.138213911573196,19.01623304257109,20.17402875185497,19.97055256602544,19.950722370432732,19.13596938079805,19.00537317430114,17.088990563812715,16.31325319904096,15.414107758959698,15.416280464416626,15.280501240627236,16.742508396369374,15.844229685476922,16.82162845587966,16.706541408623345,16.479873947126087,15.90217165733376,15.350116091195819
SPLUS-n20s25,20.271790931509024,19.859465064996957,19.356302791912164,19.370658470673412,19.428470906148654,20.672464713120128,19.849208923549114,20.889076114238343,20.501180963492608,20.630668169761982,19.753992999910974,19.91735362064971,20.28831727457746,19.826783290751727,19.32708562488103,19.37630285094443,19.43583133490666,20.656237808330665,19.857801841122985,20.833362656703855,20.467078687066195,20.575453708491338,19.696781581903064,19.873768499081617,19.739663275633564,19.232819521912045,18.76315607413097,18.832196988278973,18.8502792812955,19.967097990565136,19.23676391535149,20.020972211955144,19.881469685952094,19.636139476579395,18.75556305333526,18.824761461710604,16.953957364517198,16.442501954243053,16.042697973390183,16.001197683674885,16.010322072554253,16.75522729578997,16.186244727144324,16.38760392272493,17.045229131673548,15.992940257683937,15.277831292675506,15.243154566417818
SPLUS-n20s34,20.34639567712641,19.770890678946486,19.104890497656044,19.23442095376041,19.198673409673873,20.383972218531085,19.324114447115605,20.440666616791304,20.088164798130936,20.20463636164964,19.397421902845288,19.324532687507897,20.312404188102747,19.77105110436576,19.105184301841213,19.194000782786148,19.181031582315967,20.413999272269933,19.35078840409015,20.427161362822822,20.073190936898815,20.218204335564828,19.385317952411462,19.31049433971686,20.136705546968187,19.490155774592466,18.925970096463164,19.003046775221144,19.003522090441884,20.145522247578896,19.198261649809734,20.123574698845346,19.909993259602388,19.699441261030195,18.937595174537602,18.88918697955959,17.724469678577282,17.057851147566833,16.458889464034154,16.54704314631203,16.59199745265425,17.729899941200827,16.800079433910845,17.505091278389834,17.42299177678988,17.081035281463567,16.23019094336361,16.30793794399122
SPLUS-n20s35,20.856356773201213,20.23337974578685,19.652302297231273,19.939785645073485,19.986212008156716,21.355545209531133,20.3458878106364,21.259542540602546,21.09923007746624,20.905017133382117,19.9502838918901,20.099600376711244,20.78824575494086,20.18288810505898,19.599352926530106,19.890838438610334,19.99319325852256,21.30241434798696,20.33784592547297,21.169810978277937,21.09043139073453,20.791493799805473,19.886795985934857,20.032927234065884,20.25858083549855,19.739119565202326,19.24170345340992,19.347288477875168,19.444025589965502,20.5701553163312,19.760250090773024,20.38608394728775,20.341520759423183,19.795111955864453,18.976041043588584,18.884565309219855,17.51311966256954,16.950935474739097,16.37559095225631,16.227206970605188,16.121326338154923,17.108828089212153,16.211418329103903,16.861664832999576,16.746882165420804,15.901422250630592,15.040308281575111,15.371327464925443
SPLUS-n20s40,20.941854324239408,20.181875913622683,19.657298473314,19.713718956912647,19.74780843291737,20.81056737574165,20.07371687794826,20.75844271774794,20.701653425106844,20.181911463939656,19.572792632459628,19.449664613357783,20.933053708855375,20.166061416722275,19.651746523476106,19.71653552085656,19.743377902166063,20.844797099100077,20.07196869849289,20.738175951269497,20.693035721221072,20.17156630277524,19.537255465638488,19.48615546106601,20.371514059959505,19.766312640998393,19.21249735922099,19.27206062207383,19.358225826819368,20.4319314691945,19.624519065064284,20.17318065365423,20.137751095448664,19.580791203372307,18.817173123693287,18.78135145447957,17.32325809975284,16.931045421230785,16.36576462975423,16.53454746954822,16.54441474011331,17.617782912101674,16.774938436313683,17.335064696619828,17.281639647170362,16.760452793638308,15.648914322235559,15.804417199508851
